Year,AnnÈe,ISO,Jurisdiction,Juridiction,Cause,Origine,Number,Data Qualifier,Nombre,Qualificatifs de donnÈes
1990,1990,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,372,a,372,a
1990,1990,AB,Alberta,Alberta,Lightning,Foudre,914,a,914,a
1990,1990,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,15,a,15,a
1991,1991,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,431,a,431,a
1991,1991,AB,Alberta,Alberta,Lightning,Foudre,466,a,466,a
1991,1991,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,27,a,27,a
1992,1992,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,398,a,398,a
1992,1992,AB,Alberta,Alberta,Lightning,Foudre,626,a,626,a
1992,1992,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,32,a,32,a
1993,1993,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,303,a,303,a
1993,1993,AB,Alberta,Alberta,Lightning,Foudre,517,a,517,a
1993,1993,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,22,a,22,a
1994,1994,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,361,a,361,a
1994,1994,AB,Alberta,Alberta,Lightning,Foudre,499,a,499,a
1994,1994,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,17,a,17,a
1995,1995,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,413,a,413,a
1995,1995,AB,Alberta,Alberta,Lightning,Foudre,358,a,358,a
1995,1995,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,27,a,27,a
1996,1996,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,143,a,143,a
1996,1996,AB,Alberta,Alberta,Lightning,Foudre,217,a,217,a
1996,1996,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,16,a,16,a
1997,1997,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,204,a,204,a
1997,1997,AB,Alberta,Alberta,Lightning,Foudre,242,a,242,a
1997,1997,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,10,a,10,a
1998,1998,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,448,a,448,a
1998,1998,AB,Alberta,Alberta,Lightning,Foudre,1192,a,1192,a
1998,1998,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,58,a,58,a
1999,1999,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,443,a,443,a
1999,1999,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,1,a,1,a
1999,1999,AB,Alberta,Alberta,Lightning,Foudre,890,a,890,a
1999,1999,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,21,a,21,a
2000,2000,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,337,a,337,a
2000,2000,AB,Alberta,Alberta,Lightning,Foudre,429,a,429,a
2000,2000,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,17,a,17,a
2001,2001,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,465,a,465,a
2001,2001,AB,Alberta,Alberta,Lightning,Foudre,490,a,490,a
2001,2001,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,19,a,19,a
2002,2002,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,565,a,565,a
2002,2002,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,1,a,1,a
2002,2002,AB,Alberta,Alberta,Lightning,Foudre,868,a,868,a
2002,2002,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,11,a,11,a
2003,2003,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,643,a,643,a
2003,2003,AB,Alberta,Alberta,Lightning,Foudre,526,a,526,a
2003,2003,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,22,a,22,a
2004,2004,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,861,a,861,a
2004,2004,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,1,a,1,a
2004,2004,AB,Alberta,Alberta,Lightning,Foudre,732,a,732,a
2004,2004,AB,Alberta,Alberta,Reburn,Rebr˚lage,6,a,6,a
2004,2004,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,11,a,11,a
2005,2005,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,901,a,901,a
2005,2005,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,2,a,2,a
2005,2005,AB,Alberta,Alberta,Lightning,Foudre,433,a,433,a
2005,2005,AB,Alberta,Alberta,Reburn,Rebr˚lage,3,a,3,a
2005,2005,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,35,a,35,a
2006,2006,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,1197,a,1197,a
2006,2006,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,7,a,7,a
2006,2006,AB,Alberta,Alberta,Lightning,Foudre,747,a,747,a
2006,2006,AB,Alberta,Alberta,Reburn,Rebr˚lage,22,a,22,a
2006,2006,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,54,a,54,a
2007,2007,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,798,a,798,a
2007,2007,AB,Alberta,Alberta,Lightning,Foudre,513,a,513,a
2007,2007,AB,Alberta,Alberta,Reburn,Rebr˚lage,8,a,8,a
2007,2007,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,18,a,18,a
2008,2008,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,890,a,890,a
2008,2008,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,3,a,3,a
2008,2008,AB,Alberta,Alberta,Lightning,Foudre,779,a,779,a
2008,2008,AB,Alberta,Alberta,Reburn,Rebr˚lage,9,a,9,a
2008,2008,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,41,a,41,a
2009,2009,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,1048,a,1048,a
2009,2009,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,6,a,6,a
2009,2009,AB,Alberta,Alberta,Lightning,Foudre,566,a,566,a
2009,2009,AB,Alberta,Alberta,Reburn,Rebr˚lage,9,a,9,a
2009,2009,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,44,a,44,a
2010,2010,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,1101,a,1101,a
2010,2010,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,1,a,1,a
2010,2010,AB,Alberta,Alberta,Lightning,Foudre,741,a,741,a
2010,2010,AB,Alberta,Alberta,Reburn,Rebr˚lage,12,a,12,a
2010,2010,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,37,a,37,a
2011,2011,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,922,a,922,a
2011,2011,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,2,a,2,a
2011,2011,AB,Alberta,Alberta,Lightning,Foudre,215,a,215,a
2011,2011,AB,Alberta,Alberta,Reburn,Rebr˚lage,5,a,5,a
2011,2011,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,29,a,29,a
2012,2012,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,1127,a,1127,a
2012,2012,AB,Alberta,Alberta,Lightning,Foudre,436,a,436,a
2012,2012,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,42,a,42,a
2013,2013,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,890,a,890,a
2013,2013,AB,Alberta,Alberta,Lightning,Foudre,287,a,287,a
2013,2013,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,41,a,41,a
2014,2014,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,859,a,859,a
2014,2014,AB,Alberta,Alberta,Lightning,Foudre,563,a,563,a
2014,2014,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,29,a,29,a
2015,2015,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,1009,a,1009,a
2015,2015,AB,Alberta,Alberta,Lightning,Foudre,772,a,772,a
2015,2015,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,75,a,75,a
2016,2016,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,861,a,861,a
2016,2016,AB,Alberta,Alberta,Lightning,Foudre,514,a,514,a
2016,2016,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,61,a,61,a
2017,2017,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,787,a,787,a
2017,2017,AB,Alberta,Alberta,Lightning,Foudre,416,a,416,a
2017,2017,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,41,a,41,a
2018,2018,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,731,a,731,a
2018,2018,AB,Alberta,Alberta,Lightning,Foudre,512,a,512,a
2018,2018,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,56,a,56,a
2019,2019,AB,Alberta,Alberta,Human activity,ActivitÈs humaines,705,a,705,a
2019,2019,AB,Alberta,Alberta,Lightning,Foudre,288,a,288,a
2019,2019,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,1,a,1,a
2019,2019,AB,Alberta,Alberta,Unspecified,IndÈterminÈe,27,a,27,a
1990,1990,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,1240,a,1240,a
1990,1990,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,2015,a,2015,a
1991,1991,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,1253,a,1253,a
1991,1991,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,760,a,760,a
1992,1992,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,1461,a,1461,a
1992,1992,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,2344,a,2344,a
1993,1993,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,886,a,886,a
1993,1993,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,611,a,611,a
1994,1994,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,1169,a,1169,a
1994,1994,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,2888,a,2888,a
1995,1995,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,1130,a,1130,a
1995,1995,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,344,a,344,a
1996,1996,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,633,a,633,a
1996,1996,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,727,a,727,a
1997,1997,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,489,a,489,a
1997,1997,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,687,a,687,a
1998,1998,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,910,a,910,a
1998,1998,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1752,a,1752,a
1999,1999,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,597,a,597,a
1999,1999,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,601,a,601,a
2000,2000,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,684,a,684,a
2000,2000,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,842,a,842,a
2001,2001,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,812,a,812,a
2001,2001,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,479,a,479,a
2002,2002,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,900,a,900,a
2002,2002,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,872,a,872,a
2003,2003,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,942,a,942,a
2003,2003,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1515,a,1515,a
2004,2004,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,693,a,693,a
2004,2004,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1712,a,1712,a
2005,2005,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,607,a,607,a
2005,2005,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,387,a,387,a
2006,2006,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,1026,a,1026,a
2006,2006,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1534,a,1534,a
2007,2007,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,688,a,688,a
2007,2007,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,919,a,919,a
2008,2008,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,842,a,842,a
2008,2008,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1182,a,1182,a
2008,2008,BC,British Columbia,Colombie-Britannique,Unspecified,IndÈterminÈe,1,a,1,a
2009,2009,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,873,a,873,a
2009,2009,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,2176,a,2176,a
2010,2010,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,696,a,696,a
2010,2010,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,993,a,993,a
2011,2011,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,437,a,437,a
2011,2011,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,209,a,209,a
2012,2012,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,699,a,699,a
2012,2012,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,941,a,941,a
2013,2013,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,571,a,571,a
2013,2013,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1296,a,1296,a
2014,2014,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,653,a,653,a
2014,2014,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,816,a,816,a
2015,2015,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,623,a,623,a
2015,2015,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1240,a,1240,a
2016,2016,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,583,a,583,a
2016,2016,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,485,a,485,a
2017,2017,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,562,a,562,a
2017,2017,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,784,a,784,a
2017,2017,BC,British Columbia,Colombie-Britannique,Unspecified,IndÈterminÈe,3,a,3,a
2018,2018,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,534,a,534,a
2018,2018,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1535,a,1535,a
2018,2018,BC,British Columbia,Colombie-Britannique,Unspecified,IndÈterminÈe,20,a,20,a
2019,2019,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,359,a,359,a
2019,2019,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,374,a,374,a
2019,2019,BC,British Columbia,Colombie-Britannique,Unspecified,IndÈterminÈe,101,a,101,a
2020,2020,BC,British Columbia,Colombie-Britannique,Human activity,ActivitÈs humaines,16,a,16,a
2020,2020,BC,British Columbia,Colombie-Britannique,Unspecified,IndÈterminÈe,3,a,3,a
1990,1990,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,283,a,283,a
1990,1990,MB,Manitoba,Manitoba,Lightning,Foudre,279,a,279,a
1991,1991,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,205,a,205,a
1991,1991,MB,Manitoba,Manitoba,Lightning,Foudre,467,a,467,a
1992,1992,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,103,a,103,a
1992,1992,MB,Manitoba,Manitoba,Lightning,Foudre,195,a,195,a
1993,1993,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,102,a,102,a
1993,1993,MB,Manitoba,Manitoba,Lightning,Foudre,137,a,137,a
1994,1994,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,134,a,134,a
1994,1994,MB,Manitoba,Manitoba,Lightning,Foudre,421,a,421,a
1995,1995,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,262,a,262,a
1995,1995,MB,Manitoba,Manitoba,Lightning,Foudre,399,a,399,a
1995,1995,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈe,1,a,1,a
1996,1996,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,187,a,187,a
1996,1996,MB,Manitoba,Manitoba,Lightning,Foudre,237,a,237,a
1997,1997,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,189,a,189,a
1997,1997,MB,Manitoba,Manitoba,Lightning,Foudre,184,a,184,a
1998,1998,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,296,a,296,a
1998,1998,MB,Manitoba,Manitoba,Lightning,Foudre,220,a,220,a
1999,1999,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,329,a,329,a
1999,1999,MB,Manitoba,Manitoba,Lightning,Foudre,284,a,284,a
2000,2000,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈe,353,a,353,a
2001,2001,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈe,527,a,527,a
2002,2002,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈe,755,a,755,a
2003,2003,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈe,1207,a,1207,a
2004,2004,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,14,a,14,a
2004,2004,MB,Manitoba,Manitoba,Lightning,Foudre,32,a,32,a
2004,2004,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈe,9,a,9,a
2005,2005,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,106,a,106,a
2005,2005,MB,Manitoba,Manitoba,Lightning,Foudre,142,a,142,a
2006,2006,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,260,a,260,a
2006,2006,MB,Manitoba,Manitoba,Lightning,Foudre,422,a,422,a
2007,2007,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,220,a,220,a
2007,2007,MB,Manitoba,Manitoba,Lightning,Foudre,162,a,162,a
2008,2008,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,254,a,254,a
2008,2008,MB,Manitoba,Manitoba,Lightning,Foudre,143,a,143,a
2009,2009,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,117,a,117,a
2009,2009,MB,Manitoba,Manitoba,Lightning,Foudre,67,a,67,a
2010,2010,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,245,a,245,a
2010,2010,MB,Manitoba,Manitoba,Lightning,Foudre,338,a,338,a
2011,2011,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,156,a,156,a
2011,2011,MB,Manitoba,Manitoba,Lightning,Foudre,159,a,159,a
2012,2012,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,204,a,204,a
2012,2012,MB,Manitoba,Manitoba,Lightning,Foudre,293,a,293,a
2013,2013,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,192,a,192,a
2013,2013,MB,Manitoba,Manitoba,Lightning,Foudre,302,a,302,a
2014,2014,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,115,a,115,a
2014,2014,MB,Manitoba,Manitoba,Lightning,Foudre,130,a,130,a
2015,2015,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,164,a,164,a
2015,2015,MB,Manitoba,Manitoba,Lightning,Foudre,295,a,295,a
2016,2016,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,106,a,106,a
2016,2016,MB,Manitoba,Manitoba,Lightning,Foudre,96,a,96,a
2017,2017,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,136,a,136,a
2017,2017,MB,Manitoba,Manitoba,Lightning,Foudre,421,a,421,a
2018,2018,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,232,a,232,a
2018,2018,MB,Manitoba,Manitoba,Lightning,Foudre,244,a,244,a
2019,2019,MB,Manitoba,Manitoba,Human activity,ActivitÈs humaines,145,a,145,a
2019,2019,MB,Manitoba,Manitoba,Lightning,Foudre,132,a,132,a
2019,2019,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈe,1,a,1,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Human activity,ActivitÈs humaines,318,a,318,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,29,a,29,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,Unspecified,IndÈterminÈe,30,a,30,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Human activity,ActivitÈs humaines,498,a,498,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,86,a,86,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Unspecified,IndÈterminÈe,72,a,72,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Human activity,ActivitÈs humaines,500,a,500,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,22,a,22,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Unspecified,IndÈterminÈe,54,a,54,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,Human activity,ActivitÈs humaines,349,a,349,a
