Year,AnnÈe,ISO,Jurisdiction,Juridiction,Protection zone,Zone de protection,Dollars (En),Data qualifier,Dollars (Fr),Qualificatifs de donnÈes
2017,2017,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
2018,2018,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
2019,2019,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1970,1970,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1970,1970,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1970,1970,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1970,1970,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,344684,a,344684,a
1970,1970,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1970,1970,MB,Manitoba,Manitoba,Intensive,Intensive,2002,a,2002,a
1970,1970,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1970,1970,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1970,1970,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1970,1970,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,20280,a,20280,a
1970,1970,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1970,1970,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
1970,1970,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1970,1970,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,a,0,a
1970,1970,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1970,1970,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1970,1970,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1970,1970,ON,Ontario,Ontario,Intensive,Intensive,0,a,0,a
1970,1970,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1970,1970,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1970,1970,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1970,1970,QC,Quebec,QuÈbec,Intensive,Intensive,98336,a,98336,a
1970,1970,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1970,1970,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,0,a,0,a
1970,1970,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
1970,1970,YT,Yukon,Yukon,Intensive,Intensive,50,a,50,a
1971,1971,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1971,1971,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1971,1971,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1971,1971,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,454027,a,454027,a
1971,1971,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1971,1971,MB,Manitoba,Manitoba,Intensive,Intensive,2157,a,2157,a
1971,1971,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1971,1971,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1971,1971,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1971,1971,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,40010,a,40010,a
1971,1971,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1971,1971,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
1971,1971,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1971,1971,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,a,0,a
1971,1971,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1971,1971,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1971,1971,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1971,1971,ON,Ontario,Ontario,Intensive,Intensive,75875,a,75875,a
1971,1971,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1971,1971,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1971,1971,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1971,1971,QC,Quebec,QuÈbec,Intensive,Intensive,309062,a,309062,a
1971,1971,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1971,1971,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,3500,a,3500,a
1971,1971,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
1971,1971,YT,Yukon,Yukon,Intensive,Intensive,2000,a,2000,a
1972,1972,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1972,1972,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1972,1972,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1972,1972,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,190645,a,190645,a
1972,1972,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1972,1972,MB,Manitoba,Manitoba,Intensive,Intensive,0,a,0,a
1972,1972,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1972,1972,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1972,1972,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1972,1972,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,147800,a,147800,a
1972,1972,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1972,1972,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
1972,1972,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1972,1972,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,60350,a,60350,a
1972,1972,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1972,1972,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1972,1972,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1972,1972,ON,Ontario,Ontario,Intensive,Intensive,75875,a,75875,a
1972,1972,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1972,1972,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1972,1972,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1972,1972,QC,Quebec,QuÈbec,Intensive,Intensive,196257,a,196257,a
1972,1972,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1972,1972,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,0,a,0,a
1972,1972,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
1972,1972,YT,Yukon,Yukon,Intensive,Intensive,27695,a,27695,a
1973,1973,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1973,1973,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1973,1973,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1973,1973,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,1202107,a,1202107,a
1973,1973,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1973,1973,MB,Manitoba,Manitoba,Intensive,Intensive,0,a,0,a
1973,1973,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1973,1973,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1973,1973,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1973,1973,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,10524,a,10524,a
1973,1973,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1973,1973,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
1973,1973,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1973,1973,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,48,a,48,a
1973,1973,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1973,1973,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1973,1973,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1973,1973,ON,Ontario,Ontario,Intensive,Intensive,47446,a,47446,a
1973,1973,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1973,1973,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1973,1973,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1973,1973,QC,Quebec,QuÈbec,Intensive,Intensive,867607,a,867607,a
1973,1973,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1973,1973,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,0,a,0,a
1973,1973,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
1973,1973,YT,Yukon,Yukon,Intensive,Intensive,16000,a,16000,a
1974,1974,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1974,1974,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1974,1974,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1974,1974,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,103476,a,103476,a
1974,1974,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1974,1974,MB,Manitoba,Manitoba,Intensive,Intensive,0,a,0,a
1974,1974,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1974,1974,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1974,1974,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1974,1974,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,363038,a,363038,a
1974,1974,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1974,1974,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
1974,1974,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1974,1974,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,a,0,a
1974,1974,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1974,1974,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1974,1974,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1974,1974,ON,Ontario,Ontario,Intensive,Intensive,235833,a,235833,a
1974,1974,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1974,1974,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1974,1974,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1974,1974,QC,Quebec,QuÈbec,Intensive,Intensive,1368374,a,1368374,a
1974,1974,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1974,1974,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,0,a,0,a
1974,1974,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
1974,1974,YT,Yukon,Yukon,Intensive,Intensive,0,a,0,a
1975,1975,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1975,1975,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1975,1975,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1975,1975,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,22371,a,22371,a
1975,1975,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1975,1975,MB,Manitoba,Manitoba,Intensive,Intensive,0,a,0,a
1975,1975,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1975,1975,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1975,1975,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1975,1975,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,633977,a,633977,a
1975,1975,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1975,1975,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
1975,1975,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1975,1975,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,a,0,a
1975,1975,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1975,1975,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1975,1975,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1975,1975,ON,Ontario,Ontario,Intensive,Intensive,317864,a,317864,a
1975,1975,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1975,1975,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1975,1975,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1975,1975,QC,Quebec,QuÈbec,Intensive,Intensive,585040,a,585040,a
1975,1975,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1975,1975,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,0,a,0,a
1975,1975,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
1975,1975,YT,Yukon,Yukon,Intensive,Intensive,0,a,0,a
1976,1976,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1976,1976,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1976,1976,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1976,1976,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,29450,a,29450,a
1976,1976,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1976,1976,MB,Manitoba,Manitoba,Intensive,Intensive,0,a,0,a
1976,1976,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1976,1976,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1976,1976,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1976,1976,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,1466268,a,1466268,a
1976,1976,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1976,1976,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
1976,1976,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1976,1976,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,135000,a,135000,a
1976,1976,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1976,1976,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1976,1976,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1976,1976,ON,Ontario,Ontario,Intensive,Intensive,763235,a,763235,a
1976,1976,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1976,1976,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1976,1976,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1976,1976,QC,Quebec,QuÈbec,Intensive,Intensive,140997,a,140997,a
1976,1976,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1976,1976,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,0,a,0,a
1976,1976,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
1976,1976,YT,Yukon,Yukon,Intensive,Intensive,0,a,0,a
1977,1977,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1977,1977,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1977,1977,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1977,1977,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,173537,a,173537,a
1977,1977,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1977,1977,MB,Manitoba,Manitoba,Intensive,Intensive,0,a,0,a
1977,1977,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1977,1977,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1977,1977,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1977,1977,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,4254243,a,4254243,a
1977,1977,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1977,1977,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
1977,1977,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1977,1977,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,7700,a,7700,a
1977,1977,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1977,1977,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1977,1977,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1977,1977,ON,Ontario,Ontario,Intensive,Intensive,165421,a,165421,a
1977,1977,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1977,1977,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1977,1977,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1977,1977,QC,Quebec,QuÈbec,Intensive,Intensive,633079,a,633079,a
1977,1977,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1977,1977,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,110000,a,110000,a
1977,1977,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
1977,1977,YT,Yukon,Yukon,Intensive,Intensive,0,a,0,a
1978,1978,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1978,1978,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1978,1978,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1978,1978,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,935334,a,935334,a
1978,1978,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1978,1978,MB,Manitoba,Manitoba,Intensive,Intensive,0,a,0,a
1978,1978,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1978,1978,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1978,1978,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1978,1978,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,1224535,a,1224535,a
1978,1978,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1978,1978,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,0,a,0,a
1978,1978,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1978,1978,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,4500,a,4500,a
1978,1978,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1978,1978,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1978,1978,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1978,1978,ON,Ontario,Ontario,Intensive,Intensive,125536,a,125536,a
1978,1978,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1978,1978,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1978,1978,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1978,1978,QC,Quebec,QuÈbec,Intensive,Intensive,457976,a,457976,a
1978,1978,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1978,1978,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,0,a,0,a
1978,1978,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
1978,1978,YT,Yukon,Yukon,Intensive,Intensive,0,a,0,a
1979,1979,AB,Alberta,Alberta,Limited,LimitÈe,,n,,n
1979,1979,AB,Alberta,Alberta,Intensive,Intensive,0,a,0,a
1979,1979,BC,British Columbia,Colombie-Britannique,Limited,LimitÈe,,n,,n
1979,1979,BC,British Columbia,Colombie-Britannique,Intensive,Intensive,3035414,a,3035414,a
1979,1979,MB,Manitoba,Manitoba,Limited,LimitÈe,,n,,n
1979,1979,MB,Manitoba,Manitoba,Intensive,Intensive,50000,a,50000,a
1979,1979,NP,National parks,Parcs nationaux,Limited,LimitÈe,,u,,u
1979,1979,NP,National parks,Parcs nationaux,Intensive,Intensive,,u,,u
1979,1979,NB,New Brunswick,Nouveau-Brunswick,Limited,LimitÈe,,n,,n
1979,1979,NB,New Brunswick,Nouveau-Brunswick,Intensive,Intensive,2470318,a,2470318,a
1979,1979,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Limited,LimitÈe,,u,,u
1979,1979,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Intensive,Intensive,300000,a,300000,a
1979,1979,NT,Northwest Territories,Territoires du Nord-Ouest,Limited,LimitÈe,,n,,n
1979,1979,NT,Northwest Territories,Territoires du Nord-Ouest,Intensive,Intensive,0,a,0,a
1979,1979,NS,Nova Scotia,Nouvelle-…cosse,Limited,LimitÈe,,n,,n
1979,1979,NS,Nova Scotia,Nouvelle-…cosse,Intensive,Intensive,0,a,0,a
1979,1979,ON,Ontario,Ontario,Limited,LimitÈe,,n,,n
1979,1979,ON,Ontario,Ontario,Intensive,Intensive,42606,a,42606,a
1979,1979,PE,Prince Edward Island,Œle-du-Prince-…douard,Limited,LimitÈe,,n,,n
1979,1979,PE,Prince Edward Island,Œle-du-Prince-…douard,Intensive,Intensive,0,a,0,a
1979,1979,QC,Quebec,QuÈbec,Limited,LimitÈe,,u,,u
1979,1979,QC,Quebec,QuÈbec,Intensive,Intensive,132231,a,132231,a
1979,1979,SK,Saskatchewan,Saskatchewan,Limited,LimitÈe,,n,,n
1979,1979,SK,Saskatchewan,Saskatchewan,Intensive,Intensive,251000,a,251000,a
1979,1979,YT,Yukon,Yukon,Limited,LimitÈe,,n,,n
